IdPost,Content
46109082,"***CITING***[https://hackforums.net/showthread.php?pid=46109067#pid46109067]***CITING***

Oh my god. It even sounds disgusting. What has she done to her poor downstairs ;-; 
Gotta get a better root than that"
46117831,Whether you date her or not is up to you but without a doubt you should fuck her. ***IMG***[images/smilies/pirate.gif]***IMG***
46108619,"They rep them girls cause they think they got a chance online.

pfft."
46108552,"It's stupid. What? Just because she's a girl means she deserves rep?

It should be treated just like negative gang repping. It's the same thing, just positive rep."
4287710,"***CITING***[https://hackforums.net/showthread.php?pid=4287670#pid4287670]***CITING***

What makes them strong is the amount of packets that can be sent in a second(s)."
42164681,"i personally use his pack,but i dont have any problem of those u mentioned.i am good"
33926153,If you do i right you onl need a few pics.  Lol I am making money with only two pics of a girl posing for a certain type of guys interest.
37460414,"Invicta, his sister was probably not going to send me more if her Mom found out and probably grounded her Cx. But anyway he didn't show his Mom as he just copied the message without my name. Lmao. Thanks everyone."
45783352,"***CITING***[https://hackforums.net/showthread.php?pid=45783304#pid45783304]***CITING***

I don't think what she dresses in is too revealing, just she's trying to show off maybe to other girls and probably guys."
33832648,"nice girl, is the vcw set up or only flv here? thanks."
45755322,"Bro I am pretty sure all bad females do the same thing including mines, just remember don't be too jealous & she is yours."
4227740,"Flooded: on port 

Packet complete at 1274820855 with 1 (0.06 mB) packets averaging 0 packets/s 
Im going to hit G00g1e with this lmao."
45783558,"***CITING***[https://hackforums.net/showthread.php?pid=45783526#pid45783526]***CITING***

Think of it like this, if she dumps you for a reason as dumb as that, she wasn't a keeper and she's doing you a favor."
45783554,"***CITING***[https://hackforums.net/showthread.php?pid=45783502#pid45783502]***CITING***

I've never seen a girl that wears yoga pants without covering her ass not been a thot. I'm just being honest here.."
45783526,"***CITING***[https://hackforums.net/showthread.php?pid=45783502#pid45783502]***CITING***

I guess it depends on the way you look at it, but it would suck to get dumped by her for another guy that only started liking her for her body."
45783403,She shows off her ass obviously. She might be an attention seeker.
9367628,"***CITING***[https://hackforums.net/showthread.php?pid=9357651#pid9357651]***CITING***
... what?  Firesheep is a firefox addon that sniffs packets.  Has nothing to do with monitor mode.  

[/quote]

In order for it to sniff the packets, my understanding is that your network adapter needs to be in promiscuous/monitor mode which supposedly there is a way to get in that mode in Windows for the awus036h."
46093744,"I was in the same relationship but in the opposite position, one sided love hurts, I don't know why you guys are blaming her and calling her names she isn't, my ex was shy, socially awkward, afraid to let her feelings out, and I gave her all the time and help she needed 6 months later all that was disappeared, OP you just have to step your game, stop hiding your feelings if you dont try consider yourself failed, its okay to be shy but not as long as 1.5 years, She seems really patient, just dont be afraid to let your guard down, tell her the truth pain is temporary pride is forever.

*Sorry for the grammar I'm on mobile it tends to fuckup"
46093660,"You always think about her, well now is the time to stop thinking about her. 
If you find out that she got a boyfriend like 1 week later then is the time to hate her what she did. I assume that, as already two people above me said, she has a new boyfriend. Hate is a big word but for such people it matches perfect.

She ""broke your heart"", no need to cry, feel bad or anything... Hate. She left you because of sex? Keep this up OP, this is really interesting."
46093629,"***CITING***[https://hackforums.net/showthread.php?pid=46093546#pid46093546]***CITING***

I may have been unclear. Not about the Sex. It's about the initiating, but also other decisions. 
It was an example and was meant as she always had to take action if something was going to happen.  I never took the initiative to do more but she did. 
Mainly because as I said I was afraid of doing it when she didn't want to or something. Or making wrong choices etc. 

The worst is that it came unexpected and could've easily been avoided she told /""talked about it"
9077873,"About Packet Sniffing,you can use Wireshark."
36101690,"It is his Ip as Guardian said 
His is probably on a vpn or has ddos protection
Or is blocking the incoming packets"
14560531,Would you mind sending the download link for the pack my way?
19029305,Can i have this pack as well please
16860846,i'd like this pack pleaase (= Thanks in Advance
16828038,"hey looks like a great pack, hope i can make some cash with it."
46048003,"Honestly,
If you want a real relationship you need to form a friendly relationship with them first and then proceed from there but don't get stuck in the ""Friend-zone"". I know a lot of guys get stuck there but that's the first step in a relationship."
46047954,"Honestly women tend to lean more towards guys who are financially dependent and who are not covered in ""self-gratification"" or have personal problems.

Cars will only get you so far."
46098803,You are lucky OP. We have this 23 years old bitch who didn't even finish college. Only thing she knows is how to make a presentation in PP. She need my help with Phyton or she even googled correct answers of our tests...
46103468,"***CITING***[https://hackforums.net/showthread.php?pid=46103426#pid46103426]***CITING***

Ya you could have e-whored dirt bags without desperately finding the perfect e-whore pack. You had the perfect pack right there in your larynx. Now you're just an average fuck."
46078571,"***CITING***[https://hackforums.net/showthread.php?pid=46078548#pid46078548]***CITING***

Whatever helps you sleep at night, little lady. (That's what your street name is going to be)"
35372613,Blocking her is't funny... so let's have fun today :D
47583256,"***CITING***[https://hackforums.net/showthread.php?pid=47583243#pid47583243]***CITING***

If only I wanted to sell my girl niche :( glws op."
33198084,"thank you very much dude, there is even no survey or msg me to download crap.

these only have a couple of hits on the internet. not bad for a free pack. in fact incredible"
4122735,"There are no programs that automatically do it.

Get virused, sniff the packets being sent, find out the IRC information (or just decompile their exe), join their IRC with a bot's nickname (first go on a free VPN and connect with any name so you can find out their bot nicknames, cause you will probably be banned right away after you join with a random name).

Once you got the bot nickname, join as a bot (obviously you won't be one). Then just stay in the channel, and leave it there and wait for them to issue a .login or !login or w/e and see what it is. Once they logoff their channel, just login & sha-smacked, jack the bots."
33181169,"I don't think e-whoring as male would get you cash, most girls are not sitting and waiting on a guy on the internet.
Anyways good luck if you're gonna try it out"
23926511,"This guy is awesome, got the pack..
It's pretty legit."
47559127,I have a Ukranian Doxin canine and my aunt is an amateur lady's boxer in England. Hope you find what you are looking for.
20533550,which pack has the videos. can i have a pack about to pm u
20567297,"Both given their respective packs, thanks for the interest."
20567001,Can i get pack 3 and pack 5 in the first set please? thanks :D
20600190,"ok, just got the pack. amazing... thanks you did it real painless and fast!
anyway, I am kinda new here, and I would like to know what is ""vouching""?"
39927374,"***CITING***[https://hackforums.net/showthread.php?pid=39926983#pid39926983]***CITING***

You need a hosting package as well. I could set it all up for you if a fair price was payed."
46059817,"You backhand her in the face and when she's laying on the ground you whisper in her ear ""you're my girlfriend. Stand up, walk, and hold my hand. If you say no, that's happening again and going on Worldstar."""
21031946,I'm gonna PM you for the packs. Thanks!
46089638,"Why can't you just use he or she instead of ""they're"" and ""them"". You said it's someone."
20953067,Can i get pack 8 from first section? Please! :D
43132274,"***CITING***[https://hackforums.net/showthread.php?pid=43132135#pid43132135]***CITING***

It is his gf/ex/fwb/gfagain/thing/idkanymore. Their relationship always confused them and me. Adam will know what I meant. And yeah, several gay noobs here for him to feel safer when he comes out."
46076937,"It all depends on your morals.
Personally, if she were hot and we were compatible I would shag/maybe date her."
36194480,"Updated the theme package, resolved a bug in login system.
The theme has all positive reviews everywhere , thank you guys.
regards"
42787677,"Spying isn't the way to ""solve"" your relationship. If you can't trust her, the problem is something deeper."
45887450,Wtf is wrong with you. You should never hit the superiour gender.
45886055,"you were looking through her phone, that's wrong in itself. both of you are in the wrong for being violent."
45885446,"You weren't, she began attacking you. Tell her she's a fucking hypocrite, I hope you broke up with the slut"
17695151,"I did the same thing a couple of years ago. I posted some pictures of a dude in my friends class and posted it on my profile on facebook. He called the police, a couple of months later the police took me in on a interrogation and I just denied everything because they couldn't prove anything. I didn't have to go to court beacause they didn't have enough proof.

If she doesn't have any proof that you posted it, you're fine. If the police takes you in on a interrogation, don't be a little pussy and admit that you did the crime no matter what they say. Remember, the police only takes you i for interrogation to make you admit that you commited the crime. Be brave and deny, It's not illegal to lie to the police."
49762399,"We offer all types of hosting solutions which might interest you at ***LINK***RockHoster[http://rockhoster.com]***LINK*** with amazing prices and 24/7 support. Starting with only $1.99.
We also offer extremely cheap TeamSpeak servers at ***LINK***TS3.CLUB[http://ts3.club]***LINK***. Upto 50,000 slots, starting from $1.99.

If you are looking to make some money back, then you can purchase our Reseller hosting package and you can open a hosting company. 
We'll mentor you at only $30, We'll help you setup all the things.

You can purchase directly or add us on skype
Skype : shaderider7"
46028260,"Idk why you left I would have picked her up put her outside and locked the door. Tell her to go hang out with her other boyfriend, and don't come back unless you have something reasonable or important to say about us. Then hit the bar for a piety fuck ;)"
34502427,"omg that amazing pack !
very helpful ty ty ty
HardHack."
49765059,I have a girlish 3k instagram with ~120 likes for every photo. Shoot me a message!
47496616,"I have og mails on protonmail.ch and .com and 3 characters @outlook
Spoiler ***LINK***(Click to View)[javascript:void(0);]***LINK***
niga
inject
barrel
brakes
snakes
scat
piss
seel
votka
sada
sold
goby
scrot
stole
orgy
female
gass
colon
channel
duct
sewer
lesby
lesbi
pull
bals
pumma
travestit
applied
explosion
jackhammer
cents
month
mansion
clicker
cells
loose
lower
updated
fangs
girls
charger
sights
calciform
monkeys
bannana
router
sepultra
cassiopia
jezebel

gj-@outlook.com
urx@outlook.com


Give me a pm if you are interested in something and make me an offer."
49762284,"Hello guys,

As the title already says.
I'm looking for Instagram shout-outs for my Instagram page.
The target of my IG are girls, so it's full of girl stuff.

Hit me up with the following:
* Instagram username/link
* Amount of followers
* Duration of shout-out
* Price
* What percentage of your followers you think are real?

Info about my Insta:
It's an Insta full of girl stuff, it doesn't have many followers, and I'm not planning on using it for spam/promotion purposes.

Be aware:
I don't want to promote it on IG's which are full of spam as this would result in bad results."
46086717,Why did she choose to do your eyebrows...thats just low cumming from a man
20683326,I'd love to get this pack. Thanks in advance.
34506049,"Trust is one of the main things in a relationship. 
No trust, no relationship."
20689218,Would love to have this pack...thanks in advance
20800617,"I would like to receive this pack, thank you."
20896960,Can i get this pack. I always wanted to try video but never found a good pack.
24494472,Could I get this pack please? Thanks man!
32601756,"Would love to have this pack, PMíng soon"
32701615,"Well if you have images of under age girls, its classed as you a a pedo lol."
46079121,I was basic and got her some nice flowers.
46078883,I didn't even tell her  happy mothers day.
46076450,Only sometimes do I hate my mother. She is very irrational and inconsiderate often and it sometimes seems like she doesn't give a shit about my well-being at all
32306128,"My First eWhore Pack, I hope you enjoy it! 

***LINK***Sample #1 
[https://imgur.com/X67xeYE]***LINK******LINK***Sample #2 
[https://imgur.com/jxyt5si]***LINK******LINK***Sample #3 [https://imgur.com/ei5muSJ]***LINK***
***LINK***Sample #4
[https://imgur.com/NOBxODu]***LINK***
***LINK***DIRECT LINK[http://ge.tt/11hyYKf/v/0?c]***LINK***"
6587229,put a wpa/wep pass and she cant steal it any more :P
31907225,How much would you sell packetpunks.com for?
19300456,You can't really hack some one that knows...just steal her computer and steal all her passwords. She will find out if you infected her and she will just hit you harder. Also i recommend encrypting your hard drive.
27195129,really getting this one nice pack. no doubt
32144173,"be great if i could get this pack, thanks :)"
32146599,hey mate can i get the pack? thanks
32317749,I would love this pack. Hoping to expand my pictures. Thanks OP!
46051116,"Long story so ill hide it:
Spoiler ***LINK***(Click to View)[javascript:void(0);]***LINK***
I hit my girlfriend today.. wow I feel like crap. I guess im gonna get picked up by the cops tomorrow, so I figured I would tell you guys what happened.
We were having an argument and she went too far. She made a comment along the lines of ""your loser father couldn't keep a relationship together and you can't either!"". When I was around 11, my parents got divorced and fought for custody. My dad wanted me and my brother because he genuinely loved us. My mom wanted us just to spite my dad. She won, and my dad kinda lost it over the decades.
This was too far for me. I had never, EVER hit a girl before, but it happened so fast I didn't even know I did it.
Basically, I cocked my fist back, and flew it straight into her nose. I thought it would be like the movies where she would get a little trickle of blood. It wasn't. Her nose EXPLODED. I think I must of broken a bunch of cartilege or something because blood shot out of both her nostrils, got all over me, got all over the floor.
She staggered backwards, hit her head hard enough on the wall to leave a dent, and slumped down.
We were both stunned for about 10 seconds before she started crying hysterically and ran into my room and locked the door. So I went to wash my hands, and while I was in the bathroom I heard her run out of the house and take off in her car. That was about 5 hours ago so I guess she didn't go the cops or anything. So later I went home and broke down in tears..
My mom came in the room and when she heard about the story she got scared and said your moving with your auntie and uncle in bel air. I whistled for a cab and when it came near the license plate said fresh and had a dice in the mirror. If anything I could say that this cab was rare
but I thought now forget it, yo home to bel-air! I pulled up to a house about seven or eight and I yelled to the cabby yo, home smell you later! Looked at my kingdom I was finally there to settle my throne as the prince of bel-air


So yeah that's my story.."
32010880,"May I have this pack?
Thank you in advance OP!"
14674141,"I would love to have this pack, thanks so much man!"
14656462,Would like copy of this! Thank you for this pack! :D
14652143,"Can I have the pack please I would like it, thanks."
46046364,you all do understand that one cant help being pedosexual just as a gay or transgender or a white/black cant help what they are?
14736139,"Nice pack you got there now wana share with me 

can i please have the dl link for it please :) :L"
15159584,Could you send me this link if it is still available? Thanks in advance for this great pack =)
49595876,Still looking hmu plz boys n girls
18836751,nice girls they look good i would have them
28478904,can i have this pack. thanks in advance.
28477915,"the two last girls of the samples are great!
i'd love to get it! 
thanks in advance
argos"
32227640,Wicked good looking girls. Would love to get a copy of the pack!
49580633,I have a very special e-whore pack if you want.
46040786,"I'm in a long distance too so I know the feelings you have inside you. I remember I didn't see my girlfriend for eight months, and when I walked out of the airport and saw her standing there, my heart started beating so fast, and I didn't know what to do with myself, sik feelin homes"
46040732,"Good luck but just be careful not to get hurt emotionally. I was in a relationship online too but she left me for someone else because she wanted ""an actual boyfriend""."
49550898,"looking to see if anyone here can provide these, looking for actual girls who can hold up a sign or make a video

Offering via BTC only"
5706280,just give it site where u get his or her ip
46016743,"I've been in a long distance relationship for almost 2 years now.. I've known her for 3 years of my life and in less than 2 months we're finally going to meet (due to the fact we're both finally 18). i'm in deep love with this girl, we skype every day after school and text every second of the day. We both don't really socialize with people so we both spend most of our time online speaking to each other. 
my family loves her and we've planned this for a year already. The only thing stopping us was school and her dad not liking me, but thats not going to matter since we're both 18.
I feel like i'm literally going to faint when i see her. Even just the thought of it makes me quiver. 
Has anyone ever met their long distance partner?"
18367247,this pack would be awesome pm me thanks in advance
31998010,hey can i get this pack please and thanks!!!
47224275,"I have og mails on protonmail.ch and .com, 3 characters @outlook and a female facebook account with 1.5k friends

Spoiler ***LINK***(Click to View)[javascript:void(0);]***LINK***
niga
inject
barrel
brakes
snakes
scat
piss
seel
votka
sada
sold
goby
scrot
stole
orgy
female
gass
colon
channel
duct
sewer
lesby
lesbi
pull
bals
pumma
travestit
applied
explosion
jackhammer
cents
month
mansion
clicker
cells
loose
lower
updated
fangs
girls
charger
sights
calciform
monkeys
bannana
router
sepultra
cassiopia
jezebel

gm-@outlook.com
gj-@outlook.com
urx@outlook.com


Give me a pm if you are interested in something and make me an offer."
46027550,"People say you can find a girl who doesn't mind etc but, the fact is, people who are circumcised will never enjoy sex like those (like myself) who are not :)"
26706233,"***LINK***http://www.flexispy.com[http://www.flexispy.com]***LINK***

but that's IF you really wanna look at what shes doing if she has a cellphone.  With the computer id suggest key-logging it or you can hijack her voip calls but I honestly don't suggest it.  If I was you just break up with her and call it a day.  Keep in mind this is illegal if used in the wrong way"
30157406,Would love this pack! Goin to pm you right away!
46028757,"***CITING***[https://hackforums.net/showthread.php?pid=46028708#pid46028708]***CITING***

Yeah my bah is crazy since I live super close to DC I knew a PFC in basic that made over $4k because she lived in new york.

Are you guard? What state?"
26531945,xxmisskimberlyxx a girl i know could you help
46026583,"No but I have had this deceitful satan juice lick my eyes before

[img]http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Hair/Hair-Care/Shampoo-Conditioner/LOreal-Kids-Extra-Gentle-2-in-1-Shampoo-With-a-Burst-of-Watermelon/Extra-Gentle-2-in-1-Shampoo-With-a-Burst-of-Watermelon/HCa1_9_pack-shot.jpg[/img]"
45900112,"1. ur ma so she can cook for me.
2. clean water
3. an oven

:)"
15941059,Id like to get this pack. Thanks in advance.
4784686,i forgot to mention i used the frag method the second time(when the auth succeeded) and then when i started collecting the packets an error popped up. Ill  run it again and post the error.
44475679,"***CITING***[https://hackforums.net/showthread.php?pid=44463628#pid44463628]***CITING***

got fucking rekt, lol. she was hoping for some dick."
27445142,Howdy! Can I get a hold of this here pack. Thanks!
18273710,"i would like to take this pack !!

thanks in advance !!"
45351837,"some girl just joined and ate her own shit

im done"
30761208,hey could i get this picture pack? thank you!
3579024,"i im from macedonia. crime pack dont need ur crypt.

[img]http://www.nerashti.net/bots.png[/img]"
31820346,"May I have this pack, mate?
Thanks so much :D"
35405963,"Thansk for the sharing, awesome pack"
45616855,"***CITING***[https://hackforums.net/showthread.php?pid=45616811#pid45616811]***CITING***

Thanks for the prompt reply think I'm gonna start driven that way and snatch it up I'll post pics once I have her home"
45887623,"***CITING***[https://hackforums.net/showthread.php?pid=45887295#pid45887295]***CITING***
Aight, but what do I say while flirting? Or what do I say to get her in bed?"
45893778,"Just be like ""you seem like the girl I'd keep in my kitchen to make me sandwiches. You can even warm my bun if you like from time to time.""

She will be like awww ily dtf."
31738517,"Hello Forum.

I would like to know how people make all these packs and videos and such. Do they infect some girls computer and get her pictures?"
31661260,Thanks for the pack. This will help a lot.
22671091,"Would love this pack please dude, much appreciated!"
40503684,"""Package 2 : 1999.99$"" are you crazy man ?"
35510261,"thanks for this :D !!

[img]http://www.findandtry.com/landings/map/1/?filter_gender=man_or_woman&age_limits=18_25&filter_race=0&photo_rating=any&lang=auto&number_of_pins=10&aff=94561426-tsp[/img]
[img]http://www.findandtry.com/landings/map/2/?filter_gender=man_or_woman&age_limits=18_25&filter_race=0&photo_rating=any&lang=auto&number_of_pins=10&aff=94561426-tsp[/img]"
20020987,"Could I please get this pack bro?
Thanks in advance :)"
19895548,Would love to have this pack. Thanks in advance!
16750854,"Bibliography and Notes:

***LINK***http://en.wikipedia.org/wiki/Timeline_of...ft_Windows[https://en.wikipedia.org/wiki/Timeline_of_Microsoft_Windows]***LINK***
Used in the Operating Systems section

***LINK***https://hackforums.net/showthread.php?tid=902870[https://hackforums.net/showthread.php?tid=902870]***LINK***
This is where the majority of my information came from. A lot of information in this thread was not written by me, I merely compiled it into, what I like to think of is, a super-thread. However, much of the information was written by me, and a large amount of content that I compiled needed revision and updating. The eBooks and tutorials from the pack were gathered from each corner of the internet, and most of them were nameless, so I was not able to find individual names to give credit to.

A lot of errors were pointed out by members of The Alliance.
***LINK***http://en.wikipedia.org/wiki/Jacquard_loom[https://en.wikipedia.org/wiki/Jacquard_loom]***LINK***
***LINK***http://en.wikipedia.org/wiki/Hard_disk_drive[https://en.wikipedia.org/wiki/Hard_disk_drive]***LINK***
***LINK***http://en.wikipedia.org/wiki/Computer_network[https://en.wikipedia.org/wiki/Computer_network]***LINK***
***LINK***https://imgur.com/[https://imgur.com/]***LINK***
For hosting images

The Alliance Subforum
For letting me post my thread there ahead of time as I slowly edited it

***LINK***http://www.gcflearnfree.org/popups/viewv...=776&h=584[http://www.gcflearnfree.org/popups/viewvideo.aspx?path=/142/cb_O_S&w=776&h=584]***LINK***




This thread took 6 months to finish (although I still have plans to expand in the future), however there was a fair amount of time that I stopped working on it. 

This thread is nearly 100,000 characters long.

Some things may be out of date. If this is so, please post it in this thread or PM me.

If you have any information that you would like to be added into TKB, please PM me and I will try to edit it in.

If you have any suggestions, feel free to post them or PM me.

Thank you for reading my thread. ***IMG***[images/smilies/blackhat.gif]***IMG***"
34037898,"pack has been sent to y'all guys..
enjoy the pack ***IMG***[images/smilies/blackhat.gif]***IMG***"
20245813,Hey can I get this pack?  I'd really love it.  Thank you :)
3163688,"It will run on either, if you just run the live cd you should be able to use the wireless card in your laptop, but it may not be able to inject packets. Suggest that you try first."
34096287,Very good work! i want this pack so much ;D
34190468,Sent a PM. Thanks for the pack bro. :)
22880236,"I dont think the police will care about a little girls FB account.
Personally, I think the police station have other serious things to do."
25092068,"***CITING***[https://hackforums.net/showthread.php?pid=25086169#pid25086169]***CITING***

I'll do it next time ^^ (Like 10 girls in 1 .rar)"
34215611,"I'd like to have this, thanks a lot.

Vouch for Anon?M ID, just received my pack.
Thanks doc."
34221837,Thanks for the pack :D Cant wait to use it
18822071,"Get proof and tell the police, that will shut her up."
34517415,thanks for sharing this pack !!! ;)
23727829,"I would love to get this pack,
Thanks in advance."
34566011,"I'm still waiting for the link, but I will use this! Once I figure out how to use the tools, I will use them a lot! Thank you for this pack!"
24080463,"list will pop-up. In that list is the packet you sent with the text from the chat.

the listwill not pop up  on wpe"
3842828,"I bought the same exact USB adapter, and have not had any luck getting it to work.  However it still comes in handy I use my laptop that has Atheros and while capturing packets I cannot browse but I can use my netgear to browse.  So to answer your question I dont think it does I only noticed like 2 types of Netgear that work and unfortunately this is not one of them."
34648066,Thanks for the pack it's awesome :)
34865333,will pm when i get 10 posts. Nice pack =)
34917942,thanks man this pack looks so cool :)
17897940,"Friends From now i will give this Pack to selected persons.
Thanks and hope for the Best.  :)"
17887632,Thank you very much for this package
17546424,Please send me a link to this ewhore pack! :D
3445741,My bad crimepack doesn't have any 0day's apparently. A lot of angry people in this thread also.
17656187,"Many thanks for this, its a great pack!"
17821821,could you send me the pack please? Thanks a lot.
17918344,hey bro can i please please have this pack?? haha tnx
17942053,you think i can get that pack? i accidently pmd you my bad haha
17910388,hey can i get this ewhore pack please? thanks!
17910286,hey can i please have this pack?? thank you
17910151,Can I please get this pack!  Thank you in advance
17900413,"can i have this pack please :D?

thanks in advance bro."
18116162,"Can I get this e-whore pack please, thanks."
18116112,"can i get this pack!!

thanks in advance!!"
35020330,"Thanks for fast response on my message :)
I recieved link, I'm download this pack now.

Again, thank you very much man."
35018961,Thanks for the pack. Great share ;)
35055862,"Vouch for this guy!
He has a lot of great tools in this pack!

Thank's a lot :)"
35186656,Thanks for posting this pack m8 i think these will proove most useful.
20772290,Could i please get this E-Whore pack :)
31488725,"can i get this pack from you, please. Thank you!"
31495526,"Can I get this e-whore pack please, thanks(:"
35666404,this is awesome dude thanks a lot man for the pack!!
31173983,"Damn she fine, may i plz get this pack, thanks in advance"
36215576,Prety nice hack pack I might download it
36207004,nice pack and vouch for it thanks for the share have a nice day ! sire
46019332,You're like one of those hot insecure girls who post instagram photos with #ugly #nomakeup just so people will compliment you.
23092719,"I will take this dude thanks, seems to be a nice pack."
36461222,Would love this pack i cant ssend a pm yet :(
36461020,"This is a great pack, had a lot of the tools I was looking for! Thank You!"
23130589,"This pack isn't yours. :I
I found this somewhere on HF a month ago and it's quite good.
Good luck anyway."
36579982,"Thanks! You did a good job with this package.

Really good tools!"
36672748,Thanks for sharing this huge pack. It looks awesome!
36672198,awesome i love this pack so much ! thank you sorry for spamm but i need 25posts to downlaod!
20895575,"Password requests updated. 

***CITING***[https://hackforums.net/showthread.php?pid=20889787#pid20889787]***CITING***

I'm pretty sure she is 18+ even though she looks young."
30322890,Thanks in advance. I would love to have this pack.
30321910,Whoa! what a nice girl.. Plz send me the download link buddy XD
21504608,"can i get the pw for the pack please
ty in advance"
20300173,"Figured since it's already been said, Vanessa Hudgens is in the first pic Anyway, I'd like the pack please."
20303826,"vanessa hudgens in the first pic :)

I would love this pack :D"
20398133,may i have the pack...its vanessa hudgens...
27266007,"Vanessa Anne Hudgens!!!
Can I have this pack ?"
39927593,Holy shit thats alot of things in this pack XD thanks :D
22941860,"Hope you enjoyed your first ever pack, MeTheMember"
40043414,"thanks for sharing, pmed you to get the pack"
23024171,hey can i please get this nice pack sirr.
23023753,can i have this pack please thanks in advance :)
45734489,"***CITING***[https://hackforums.net/showthread.php?pid=45734472#pid45734472]***CITING***

If you want to be able to use Wireshark/ stuff in Kali do NOT get the Macbook pro.  The wireless card does not support packet injection so you'd need to buy an external one to do that stuff."
23975526,Can i get get the pack from you please?
21337170,As far as I know MSN sends the messages in plaintext so you could just use a MiTM attack on all clients of the LAN and use a packet capture tool to find the messages.
29051245,I would love to get this pack. Thanks in advance.
26801583,You should post samples of the girl. So people know what they are downloading...
26801563,"I'd like to download this pack too, thanks :)"
29061439,"I'd also appreciate it if you could share this pack with me, thank you in advance."
28384879,Could I get this pack? Thanks dude!
2833183,"sir i receive a wifi signal and its signal is good i connect to the internet the packets are receiving and sending.but i cnnot access the internet.
please tell me how access net and how to know the ipaddress and dns gateway address from server"
15010257,"I would like to have the pack,thank you."
15010182,"I would love this pack, send me a PM :D"
18815601,"I would love this pack, send me a PM :D"
3272584,"packet sniff

or if they're really stupid you can just run it on yourself and netstat -b"
41652827,"First off, I wanted to ask HackForums, if any of you actually help out a slaves every now and then.
Not because it's profitable, but because you've been in their situation before..
...And you know it sucks.

I don't personally Rat people to earn money, or steal their accounts/nudes, or whatever.

I do it to remove some of those terrible viruses, that will eventually make you shave your head.
Just so you couldn't rip any of your hair out. ***IMG***[images/smilies/pinch.gif]***IMG***
I am just soooooo damn sick, of those, CPU guzzling, RAM Hogging, Pop-Up steroid using, bitches ... of a virus.

I don't know about you, but I target females, because when you offer them advice they actually take it.
And you could tell them that us 'hackers' can't really see what's on the other side of the webcam.
(To help out the bros that do.... or you, whatever.)

And... Men who've been hacked?
Well they just close the chat box as if you're the plague. lol

I just wanted to note to some of you, who are indeed a;
""Not-Exactly-White-Knight-Material—But-Still-Willing-To-Kick-Some-Malware-Ass.""
(      Better get that on a hat or a mug      )
(      A T-Shirt would be cool too...      )
( ....Still reading this shit? )
(Go home HawkEye, you're drunk. )

Ahem, anyways.
I congratulate, to any sirs who spent even a little bit of their time to help out their slave(s).

The thing that's been concerning me the most, are the extremely well placed Rats.
The one that concerns me the most, is the Google Chrome, that's been binded.
I'm finding them, fucking everywhere.

Instead of installing to C:\Program Files (x86)\Google\
It installs to C:\Program Files\Chrome\

I'm finding it incredibly hard to get rid of only using a rat server.
Challenge accepted, I guess? lol



Second:
I really do want this topic to be about how to help out the slaves....
But there is just one thing that REALLY bothers me.

It's; The utter-lack of kindness to one another when two or more ratters are on the same slave.

Like seriously. Is finding a single slave, just... SO DAMN HARD, that you have to 'eliminate' your 'competition,'
by uninstalling every server you find on that (Yes, THAT) slave?

Oh, unless you plan on 'selling' THAT slave.
Then by all means, get rid of the (possibly) ONE PERSON, turning their computer from an oozing-ant farm, into a glorified hunk of sexy metal, known as ART.

#EndSarcasticRantAndAllPossibleUsesOfHashTag



Well, I hope my post was helpful in any ways. Post your thoughts!
( Oh, and fellow Grammar-Nazis; I left ton of grammatical errors in this post, so you can have some fun too!! )"
23236067,I would like to get the pack. thanks!
22523154,"Would love to get this pack, thanks in advance."
22520280,"Mind sending me this pack? Thanks in advance, mate!"
22520272,could i get a copy of this pack please? looks rather promising. shes very hot
22518682,This look like a great pack can i have it
22682825,can i get this pack. thanks in advance
22520219,They look smoking hot but familiar for some reason I don't think I've seen a pack but thanks in advance mate :D
23121216,"Would love this pack, thanks in advance!"
23390165,Could you send the pack please? :) :)
23135747,"hey man, could i get the link to this pack please? thanks in advance :)"
10853641,That girl is fugly to all hell.
50645768,"Huge DIscount On All Packages
So Hurry Up Guyz"
24312231,"hey bro can i get this ewhore pack?
thank you"
48183653,Still Providing Discount On Package 4
13749920,Haha yeah. I lost all my packs due to a system restore. So I'm thinking I'm going to dl these. Thanks.
20689923,"Redhead Busty Girl Cheers :D

/ToShort"
45979876,"My mom is away for a funeral out of the country, but when she gets back I think I'll treat her to a dinner. Not a lot of money recently for anything."
2043319,this sounds like fun i want to try this around my neighborhood i know there are a of pervs out there so yea XD i might make my backpack into an attena and just have my computer turn the screen off not go to sleep so
45969080,"Let's her think and stuff, if you really love her, you let her do her thing."
45978856,Man just send her a dick in a box and call it a fucking day.
45977498,"Going on a date tonight, he is driving a couple hours away to visit. I am actually very happy. Got out of a relationship that left me emotionally scarred. He's so fucking cute!@!@&*#!&*(*$&(*&(#!*&(897

Just thought i'd put it out there! :D"
23071186,"Hey, could I get this pack? Thanks man!"
50077433,Possible that you promote my girly snapchat?
45965181,"***CITING***[https://hackforums.net/showthread.php?pid=45965171#pid45965171]***CITING***

Was just thinking that myself, left girl was sexy af, right was caked up af"
28761206,can i get this pack please thanks ! :)
45973218,Dealing with pregnant women will be the first experience of serious regret you'll encounter.
22046534,can i have this pack thanks in advance
22046423,Can i get this pack? Sorry cant PM you.
